path,relative_path,filename,label,label_idx,sha256,phash,group,split
data/raw/benign/104.jpg,benign\104.jpg,104.jpg,benign,0,73b6318a4f4ba77a42758f920cab6fa7db568b3ae7c3920b1dfbe5e8d1dfba17,0011011000111111001111110011111100011111000001110000111110001111,sha:73b6318a4f4ba77a42758f920cab6fa7db568b3ae7c3920b1dfbe5e8d1dfba17,train
data/raw/benign/1040.jpg,benign\1040.jpg,1040.jpg,benign,0,65c309909cc0faef8eb7cfbdb1edcece3a842fc68279519e1452cce0e0eb4cd3,1110100011001100100011001001111000111110001011001010110011110000,sha:65c309909cc0faef8eb7cfbdb1edcece3a842fc68279519e1452cce0e0eb4cd3,train
data/raw/benign/1043.jpg,benign\1043.jpg,1043.jpg,benign,0,4637f26a5adf90307dd44a2e0efad45bd83348404b35b0e2347280965e1c6590,0000110000001100000011110000111100001111000011111000111010011010,sha:4637f26a5adf90307dd44a2e0efad45bd83348404b35b0e2347280965e1c6590,train
data/raw/benign/1045.jpg,benign\1045.jpg,1045.jpg,benign,0,dbbe989909ecdb1d9189bd7509e395bd978adea860de2b9ac323ac37e0ae7419,1001001010010110100110101101101011011011111000001110010011101010,sha:dbbe989909ecdb1d9189bd7509e395bd978adea860de2b9ac323ac37e0ae7419,train
data/raw/benign/1046.jpg,benign\1046.jpg,1046.jpg,benign,0,d3007e132de8fd404400df33a3c66a9006a3b3f51e1957b2edd049c14e656b73,0110001000100111000101110000011100011111000111110001111001101010,sha:d3007e132de8fd404400df33a3c66a9006a3b3f51e1957b2edd049c14e656b73,train
data/raw/benign/1049.jpg,benign\1049.jpg,1049.jpg,benign,0,8af1289f39902dbcf1333689cec960a23ff7ae8ca5a7d04fa073a224f63e6778,1001101100011111000111100001111000011110000111110001111111001011,sha:8af1289f39902dbcf1333689cec960a23ff7ae8ca5a7d04fa073a224f63e6778,train
data/raw/benign/1050.jpg,benign\1050.jpg,1050.jpg,benign,0,308e17e92739c071714d5690f1e83f4b0c10695187fa14dae58f986cc61514e1,0111000010011100100011101000111010001100110011000111110010110110,sha:308e17e92739c071714d5690f1e83f4b0c10695187fa14dae58f986cc61514e1,train
data/raw/benign/1051.jpg,benign\1051.jpg,1051.jpg,benign,0,e790e066e093f39654f2912b8ddd3839f86916f1b996f0c036dcdff957f0c7be,0110010010001110100011111000111100000111110001111000001111100011,sha:e790e066e093f39654f2912b8ddd3839f86916f1b996f0c036dcdff957f0c7be,train
data/raw/benign/1053.jpg,benign\1053.jpg,1053.jpg,benign,0,7f2d9935d93e88eb25a02f6198889780e290e218b20e73b1b00028fccd2a247e,1010000110000111100001111000011110001111100011101100111011010000,sha:7f2d9935d93e88eb25a02f6198889780e290e218b20e73b1b00028fccd2a247e,train
data/raw/benign/1056.jpg,benign\1056.jpg,1056.jpg,benign,0,1658963d48fd78d3fc8f70303ef76126d15f69920086f257aa6fff7d1f6cf453,0100010010001110100011101000111110000111100001111100011111001001,sha:1658963d48fd78d3fc8f70303ef76126d15f69920086f257aa6fff7d1f6cf453,train
data/raw/benign/1057.jpg,benign\1057.jpg,1057.jpg,benign,0,36b11970f224a2520b7aa6993e603a52be9cf7f22d666e0b3a1fc726142cacce,1101100011010000110000101000011010001111100011101111100011110000,sha:36b11970f224a2520b7aa6993e603a52be9cf7f22d666e0b3a1fc726142cacce,train
data/raw/benign/1058.jpg,benign\1058.jpg,1058.jpg,benign,0,d0d179a9fdc6377c92707127894aafa79064c15561992e6d4d652ce57911486d,0011000000111010001111100001111000011111000111110001111001010110,sha:d0d179a9fdc6377c92707127894aafa79064c15561992e6d4d652ce57911486d,train
data/raw/benign/1059.jpg,benign\1059.jpg,1059.jpg,benign,0,e9387d1ea502fff18d31022265413d0464afaa0a2f966b8f83702cd39c11adb1,0001100000011100000111001000110010001100110111001100101011111000,sha:e9387d1ea502fff18d31022265413d0464afaa0a2f966b8f83702cd39c11adb1,train
data/raw/benign/1062.jpg,benign\1062.jpg,1062.jpg,benign,0,e4b2d98bd37362d64e85d8bfa52fafb030a684371bd61c43d5c86c0173e3c619,1111100011111100100111001001110010001100110011001111110011111000,sha:e4b2d98bd37362d64e85d8bfa52fafb030a684371bd61c43d5c86c0173e3c619,train
data/raw/benign/1063.jpg,benign\1063.jpg,1063.jpg,benign,0,9ab3a50f4139651e55c8ac0721598662401dd66091f434afc502ebe0306e5a6d,1100000011001110110011101100011011000110111010001111100011111000,sha:9ab3a50f4139651e55c8ac0721598662401dd66091f434afc502ebe0306e5a6d,train
data/raw/benign/1064.jpg,benign\1064.jpg,1064.jpg,benign,0,92bdcc385bc81e80fb5b7d524465e3221bff04e79cb1d27be1201865a7796285,1001101100111011001110010011110000111100001111000011100011110000,sha:92bdcc385bc81e80fb5b7d524465e3221bff04e79cb1d27be1201865a7796285,train
data/raw/benign/1065.jpg,benign\1065.jpg,1065.jpg,benign,0,2311abf9e773fab0ee091c058e6430f6f4c7b354cb0afc0009091d29dd2c7109,0111100101001111010011101000111011001110110011101101110011111000,sha:2311abf9e773fab0ee091c058e6430f6f4c7b354cb0afc0009091d29dd2c7109,train
data/raw/benign/1066.jpg,benign\1066.jpg,1066.jpg,benign,0,ecd2ac6ba90a6dff038f9ea4f9615eac4ca28f4d50144a148ce0eb80ccce6cda,1111000111011101100011000001111010011110100111110001100000011000,sha:ecd2ac6ba90a6dff038f9ea4f9615eac4ca28f4d50144a148ce0eb80ccce6cda,train
data/raw/benign/1067.jpg,benign\1067.jpg,1067.jpg,benign,0,372f5a16313a75f9fea4dd4759d3421e2b2e8550c0d5b91ccba8a678cd0fa42a,0111000011100000110010001100011011000110110001001101100011110000,sha:372f5a16313a75f9fea4dd4759d3421e2b2e8550c0d5b91ccba8a678cd0fa42a,train
data/raw/benign/1068.jpg,benign\1068.jpg,1068.jpg,benign,0,166d02e40249a2c098bb19df74746f1d1db833c9abe0d6a6df64dd2ef378cc8e,0000111000001110000011101001110010011100100110001111110011100110,sha:166d02e40249a2c098bb19df74746f1d1db833c9abe0d6a6df64dd2ef378cc8e,train
data/raw/benign/107.jpg,benign\107.jpg,107.jpg,benign,0,60399ebf914a8b1c66721a8f1a0fa82c96a6385b592f95ca9d36c179c3f2658b,1110000001101100110011001100110010001100100011001000111010011110,sha:60399ebf914a8b1c66721a8f1a0fa82c96a6385b592f95ca9d36c179c3f2658b,train
data/raw/benign/1072.jpg,benign\1072.jpg,1072.jpg,benign,0,5ea3a544f17a1978909fbecc7f196e97444ab4eb7702d30d2d2049714d59aa51,1111110011011100100111001000111010001110100011101001110011111000,sha:5ea3a544f17a1978909fbecc7f196e97444ab4eb7702d30d2d2049714d59aa51,train
data/raw/benign/1075.jpg,benign\1075.jpg,1075.jpg,benign,0,8a4a1a5d5f5afd18e72bdf7e75089a33764a73c2a279f58b453b9fca6dead986,1111000011110000110110001100110011001100110111001111100011110000,sha:8a4a1a5d5f5afd18e72bdf7e75089a33764a73c2a279f58b453b9fca6dead986,train
data/raw/benign/1076.jpg,benign\1076.jpg,1076.jpg,benign,0,5494a8768c2ab7c75416b90af76b47d1b4017ef35cd5956eac9896a593dfbe7e,0100011010000111100001110000111100001111000001110000111010001100,sha:5494a8768c2ab7c75416b90af76b47d1b4017ef35cd5956eac9896a593dfbe7e,train
data/raw/benign/1078.jpg,benign\1078.jpg,1078.jpg,benign,0,88ead04974c6d7cce0cbff39daf81c85d4a0d97df2907290022b6fe4974a2828,1111100011111000011110000111101000111110001111100011110000111100,sha:88ead04974c6d7cce0cbff39daf81c85d4a0d97df2907290022b6fe4974a2828,train
data/raw/benign/1079.jpg,benign\1079.jpg,1079.jpg,benign,0,79a498a265aa82d4166dd67be8db09d62f0d802648d812fdbf4efca24c58fb0d,0100011101001111000011110001111100011111000011110000111100001111,sha:79a498a265aa82d4166dd67be8db09d62f0d802648d812fdbf4efca24c58fb0d,train
data/raw/benign/108.jpg,benign\108.jpg,108.jpg,benign,0,3448f6de48808985d45344ee5b03d57489a638fd632f4955bf399fdbece0d0e6,0010110100111100011011110000111100100011001100100011000100111011,sha:3448f6de48808985d45344ee5b03d57489a638fd632f4955bf399fdbece0d0e6,train
data/raw/benign/1081.jpg,benign\1081.jpg,1081.jpg,benign,0,0aa473106a1e5be4188a47851ec367d90c01ead5f1355f2f2d6ee9d22a201c64,0011110110011110100011110100011100011111100011111101101011110110,sha:0aa473106a1e5be4188a47851ec367d90c01ead5f1355f2f2d6ee9d22a201c64,train
data/raw/benign/1082.jpg,benign\1082.jpg,1082.jpg,benign,0,572abf023abf2f1e661bcbc7e1dd7ef3f0c1de0e028da3b6d6e3ba010d4ee898,1111000011100000111000001100100011001000111000001111000011110000,sha:572abf023abf2f1e661bcbc7e1dd7ef3f0c1de0e028da3b6d6e3ba010d4ee898,train
data/raw/benign/1083.jpg,benign\1083.jpg,1083.jpg,benign,0,76bc484feba0ba4f24dd9da6ce7029d4497f9f4d974ce057bee937fe4df3d52d,0110110000001110000111100001111100011111000111100001111000011111,sha:76bc484feba0ba4f24dd9da6ce7029d4497f9f4d974ce057bee937fe4df3d52d,train
data/raw/benign/1084.jpg,benign\1084.jpg,1084.jpg,benign,0,80f9c57c6891e3e55717ff8bd1d9671437c3d9b91476bdaf7eea2690f6ae9615,1100110011001110000011110000111100001111001011110011111011000000,sha:80f9c57c6891e3e55717ff8bd1d9671437c3d9b91476bdaf7eea2690f6ae9615,train
data/raw/benign/1085.jpg,benign\1085.jpg,1085.jpg,benign,0,244419efc96daf0e0dd43d0bb3f327f8967193c0e821da70e612a07777aae425,1111000011111000000110000001110000011100000111000001100011011100,sha:244419efc96daf0e0dd43d0bb3f327f8967193c0e821da70e612a07777aae425,train
data/raw/benign/1086.jpg,benign\1086.jpg,1086.jpg,benign,0,e2b7577d4b8917599a82c3aead8bcc13637803f2c63f4e01e266398a385927c1,0111001100001010000111100001111000000110100001101100010011001000,sha:e2b7577d4b8917599a82c3aead8bcc13637803f2c63f4e01e266398a385927c1,train
data/raw/benign/1089.jpg,benign\1089.jpg,1089.jpg,benign,0,8cbcfd8cedc0f870447db325460bd3ee1d3d93a1bc5f5f6bbeb98726dec3b2b4,1100110100001110000111100000111000001110100011101011111010101100,sha:8cbcfd8cedc0f870447db325460bd3ee1d3d93a1bc5f5f6bbeb98726dec3b2b4,train
data/raw/benign/109.jpg,benign\109.jpg,109.jpg,benign,0,7923b148dd15b69d9442106827949e5fc603432d299cbe171e1a2d5ab996f9ef,1100001010000111000001110000011100001111000001111000011111000010,sha:7923b148dd15b69d9442106827949e5fc603432d299cbe171e1a2d5ab996f9ef,train
data/raw/benign/1090.jpg,benign\1090.jpg,1090.jpg,benign,0,81d0341470e9883b0b780245458d9ff7ae6ae60ff02a18670ecc9bfceed15bfd,1100100011001100010011101000111011000110110001101100011011100000,sha:81d0341470e9883b0b780245458d9ff7ae6ae60ff02a18670ecc9bfceed15bfd,train
data/raw/benign/1093.jpg,benign\1093.jpg,1093.jpg,benign,0,602180af47806a328589369c525741cae73707ae8a825e0464dc69e05312f005,1111010011110100111011101110111010101110111111101111110011111010,sha:602180af47806a328589369c525741cae73707ae8a825e0464dc69e05312f005,train
data/raw/benign/1094.jpg,benign\1094.jpg,1094.jpg,benign,0,811cfb4aec2803b04f65dd39194eea01c3aada5716f861ee1c9b60601e83838e,1111110010011000101110000001110000011100100011101000111011000010,sha:811cfb4aec2803b04f65dd39194eea01c3aada5716f861ee1c9b60601e83838e,train
data/raw/benign/1095.jpg,benign\1095.jpg,1095.jpg,benign,0,78ea12e1e3749ef466dfaff3123decbe57c26498a54fab8f4bd3f9e61bde51b5,0100011100001111000011110001111000011110000111101110010111110000,sha:78ea12e1e3749ef466dfaff3123decbe57c26498a54fab8f4bd3f9e61bde51b5,train
data/raw/benign/1096.jpg,benign\1096.jpg,1096.jpg,benign,0,36e8e23bd0c59c0cd3bfb9dc97c38c925566c29a49dcaa7eda035b99ab23f93d,1110000011001110100001111000111110001111110001111100011111100100,sha:36e8e23bd0c59c0cd3bfb9dc97c38c925566c29a49dcaa7eda035b99ab23f93d,train
data/raw/benign/1097.jpg,benign\1097.jpg,1097.jpg,benign,0,f2ccd61bfbb2e4dfb5515b9edd4ba600196870412cfd96aecc9f21ca87d2af56,1110000011011000100110000001110000011000100110001011000011010000,sha:f2ccd61bfbb2e4dfb5515b9edd4ba600196870412cfd96aecc9f21ca87d2af56,train
data/raw/benign/1098.jpg,benign\1098.jpg,1098.jpg,benign,0,56b69451683bfb8edf74070992980baac4084a65a7ce8ce040ca3ab88d0ed747,1110000011100000111010001100110011001100111000001111000011110000,sha:94fdf6c69417f20807053888d7fea552e0052bce2e938a43a2e08470c0e3fa4c,train
data/raw/benign/110.jpg,benign\110.jpg,110.jpg,benign,0,7b84d0aca18cda21202938273f80b4325d8b2c57bc98132ef990c2a73a5bd0a3,1101000011000000110011101000111010001110110001101100110011100000,sha:7b84d0aca18cda21202938273f80b4325d8b2c57bc98132ef990c2a73a5bd0a3,train
data/raw/benign/1100.jpg,benign\1100.jpg,1100.jpg,benign,0,008df0ab38d6cce06fa0ecc406764f8d27ae7661529b7c69e6d6157cf00ac266,0001111100011111000011110000111100001110100011101101111011011110,sha:008df0ab38d6cce06fa0ecc406764f8d27ae7661529b7c69e6d6157cf00ac266,train
data/raw/benign/1101.jpg,benign\1101.jpg,1101.jpg,benign,0,7149444c3857aefe7e59882216abd1bc29c5a3ec03d7e09e786d128a976e50e3,1111100011111000000111100000111100001111000001111000011011000100,sha:7149444c3857aefe7e59882216abd1bc29c5a3ec03d7e09e786d128a976e50e3,train
data/raw/benign/1104.jpg,benign\1104.jpg,1104.jpg,benign,0,9451f0476337d1c4482fb77057421509701c9e7281fbaae3043bdc9e2a87993c,1011000011110000111000111100011110000111100011111001110011100000,sha:9451f0476337d1c4482fb77057421509701c9e7281fbaae3043bdc9e2a87993c,train
data/raw/benign/1105.jpg,benign\1105.jpg,1105.jpg,benign,0,346736193413d83661eafcbfc4ff1742a69b1f6007d3cdd9dcddf988649d7ba8,0000011100000111000011110000111100011111000111100011111000111100,sha:346736193413d83661eafcbfc4ff1742a69b1f6007d3cdd9dcddf988649d7ba8,train
data/raw/benign/1106.jpg,benign\1106.jpg,1106.jpg,benign,0,03f616346eb01bcae2792f90c5b78eaa9b572764b3643a620748535aa2d62174,1001100000011000000111000001110010011100110010001011100011010000,sha:03f616346eb01bcae2792f90c5b78eaa9b572764b3643a620748535aa2d62174,train
data/raw/benign/1107.jpg,benign\1107.jpg,1107.jpg,benign,0,8e120961e5b28f912939e4368e690d7bc45a4b989ca415f061b29106fd6b1658,0111010001101110010001111100011110000110100011101000111010001110,sha:8e120961e5b28f912939e4368e690d7bc45a4b989ca415f061b29106fd6b1658,train
data/raw/benign/1108.jpg,benign\1108.jpg,1108.jpg,benign,0,342c144631f0de81283f74d5378a911b983e8601b74bbcbf66b3dd110a7ee144,1110000011100000100011001000111000000110100001101000010011000000,sha:342c144631f0de81283f74d5378a911b983e8601b74bbcbf66b3dd110a7ee144,train
data/raw/benign/1111.jpg,benign\1111.jpg,1111.jpg,benign,0,cc8ba89bc38b8640dcc863911257f076277b610a0cfa9a40e16588d99f6aeba2,1001100010001100100011001000111011001100100011001010100011101000,sha:cc8ba89bc38b8640dcc863911257f076277b610a0cfa9a40e16588d99f6aeba2,train
data/raw/benign/1114.jpg,benign\1114.jpg,1114.jpg,benign,0,1b3cb4a2204bb09155e09c24862ae4863372aa021abe696ab46c94b25a794b93,1111000011110000110100101101001011000110110001101110010011110000,sha:1b3cb4a2204bb09155e09c24862ae4863372aa021abe696ab46c94b25a794b93,train
data/raw/benign/1116.jpg,benign\1116.jpg,1116.jpg,benign,0,0ac79214e2577f284383e99d5250c8bd15b40c7b46ab7094b0de7d043bd9d489,1110001111000110100111111001111110011101110000011100001111000110,sha:0ac79214e2577f284383e99d5250c8bd15b40c7b46ab7094b0de7d043bd9d489,train
data/raw/benign/1120.jpg,benign\1120.jpg,1120.jpg,benign,0,ab86a40be4404606a2bb0306718630a490c458c49804d083738930f377cf237c,1110110011101100111001101010011011100011110110101100111011011100,sha:ab86a40be4404606a2bb0306718630a490c458c49804d083738930f377cf237c,train
data/raw/benign/1121.jpg,benign\1121.jpg,1121.jpg,benign,0,55cc74d97eb033f7fe70512defbe8c875521c846db39d1d342c4df1871e40bef,0001111100011111000111110000111100000111000011110000111100001111,sha:55cc74d97eb033f7fe70512defbe8c875521c846db39d1d342c4df1871e40bef,train
data/raw/benign/1122.jpg,benign\1122.jpg,1122.jpg,benign,0,85c4b30b4bbc4e4339bf0948bfdd1ea38be2275810cc4bfd52aa53028969afb2,1000011010000111100001111000011100001111100001111100011011000111,sha:85c4b30b4bbc4e4339bf0948bfdd1ea38be2275810cc4bfd52aa53028969afb2,train
data/raw/benign/1128.jpg,benign\1128.jpg,1128.jpg,benign,0,12106e3d01cc7e987724ab12057f7dc65454c4782107af49f61605f85b9ebd4e,1111100010000111000111110001101100111011001001110000111111001100,sha:12106e3d01cc7e987724ab12057f7dc65454c4782107af49f61605f85b9ebd4e,train
data/raw/benign/1129.jpg,benign\1129.jpg,1129.jpg,benign,0,0ae1c7d608ec3f6becd836f09bfe5c95f15753c5b8c0f169d063e5094de577f0,1000111000001110000011100000111100000111000001110100111101000111,sha:0ae1c7d608ec3f6becd836f09bfe5c95f15753c5b8c0f169d063e5094de577f0,train
data/raw/benign/113.jpg,benign\113.jpg,113.jpg,benign,0,7bba490957f6e39f90411f215811fde0b7d3594f8739ff3c09410bbe7084de25,1000100010001100100011101000111011000110000011100011010000111100,sha:7bba490957f6e39f90411f215811fde0b7d3594f8739ff3c09410bbe7084de25,train
data/raw/benign/1131.jpg,benign\1131.jpg,1131.jpg,benign,0,e67a857cd3f0594d95f5db62e947b0e4c7e7918334f5d7fd3d2da8f6d268b20f,1111000011110000110011001000111010000110110011101110000011100000,sha:e67a857cd3f0594d95f5db62e947b0e4c7e7918334f5d7fd3d2da8f6d268b20f,train
data/raw/benign/1132.jpg,benign\1132.jpg,1132.jpg,benign,0,a361bf5077bfe765a10c14d9e84427bae1d0d7dc8febc7822ee8126bbcca645a,0110110001001100100011100000111010001110110011101101110010111100,sha:a361bf5077bfe765a10c14d9e84427bae1d0d7dc8febc7822ee8126bbcca645a,train
data/raw/benign/1133.jpg,benign\1133.jpg,1133.jpg,benign,0,8e4c4c6d5482c8786e799dc2c6241dd3bace3e66685fa6b7d8ba48a8eb50dd7c,0001110010011100100011101000111110000111100001111010011011101110,sha:8e4c4c6d5482c8786e799dc2c6241dd3bace3e66685fa6b7d8ba48a8eb50dd7c,train
data/raw/benign/114.jpg,benign\114.jpg,114.jpg,benign,0,330a807abef97b91718cdeb78d91c3c2fd30176b1655e2e3824a3951abfe202e,1110000011101000111110001110100011101000111101001111010011110100,sha:330a807abef97b91718cdeb78d91c3c2fd30176b1655e2e3824a3951abfe202e,train
data/raw/benign/1140.jpg,benign\1140.jpg,1140.jpg,benign,0,bed3140da72de8fc0e384135ff82943ed94f4fe35ee718ff98cee58d5dd8c86c,1111000011111000111011001100110011001100111011001111010011110100,sha:bed3140da72de8fc0e384135ff82943ed94f4fe35ee718ff98cee58d5dd8c86c,train
data/raw/benign/1141.jpg,benign\1141.jpg,1141.jpg,benign,0,8afe49dcbf2246dc44bca6c29451536b3c56bcc4d1bb0cfc39e30f184b0e9f55,1111000001101110000011110000011100000111001001110011011010100100,sha:8afe49dcbf2246dc44bca6c29451536b3c56bcc4d1bb0cfc39e30f184b0e9f55,train
data/raw/benign/1142.jpg,benign\1142.jpg,1142.jpg,benign,0,77510ab121526708de037bff8c9fe33298241d9350a59282771e8f62b2456d45,1000110010001110000011100000111000001110000111101000110001000000,sha:77510ab121526708de037bff8c9fe33298241d9350a59282771e8f62b2456d45,train
data/raw/benign/1144.jpg,benign\1144.jpg,1144.jpg,benign,0,5c7cd250b48fd46333c17bffa91f65aa3a8df110c0a5acbbb079b7add9a8e27f,0110001000000011000001110000011100001111000111100001110011011100,sha:5c7cd250b48fd46333c17bffa91f65aa3a8df110c0a5acbbb079b7add9a8e27f,train
